,140S,138S,136S,132S,127S,125S,122S,119S,115S,112S,109S,104S,101S,139S,113S,137S,133S,120S,116S,110S,126S,123S,106S,128S,111S,134S,114S,103S,124S,117S,107S,135S,129S,121S,130S,118S,108S,131S
050400_1..S02R::1404705600.0,40,-9,20,7,12,35,-4,4,-65,20,10,6,-19,42,2,-37,-16,25,-3,-24,-6,-11,-26,16,32,-3,142,-4,16,5,3,-36,9,-3,2,13,12,3
051300_1..S02R::1404705600.0,44,-16,-1,17,24,31,-4,36,20,17,-5,3,-19,64,19,-77,-9,-3,30,21,6,14,10,35,34,1,28,-28,0,27,8,5,6,-5,0,-27,-7,3
050900_1..S08R::1404705600.0,,,,,,,,,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
052200_1..S08R::1404705600.0,,,,,42,44,23,18,57,,,,,,,,,19,-4,,16,40,,42,,,,,23,1,,,-22,24,,10,,
052250_1..S02R::1404705600.0,,,,,,,,,19,21,10,4,71,,21,,,,49,22,,,-4,,18,,36,7,,,8,,,,,,15,
049450_1..S08R::1404705600.0,10,54,-5,27,66,12,1,17,-19,,,,,28,,-26,-8,59,14,,-1,-4,,16,,0,,,2,-5,,-3,-3,-4,0,7,,10
053050_1..S02R::1404705600.0,50,-6,9,44,30,12,87,14,-51,-18,74,-6,-19,60,-20,-37,-1,43,-7,6,11,-17,7,17,8,-16,53,-14,0,-4,-19,-16,0,4,4,10,3,8
053350_1..S08R::1404705600.0,60,-13,-14,-14,32,0,18,-3,-499,,,,,68,,-84,14,52,-16,,-10,7,,181,,-94,,,30,-17,,-4,-26,7,-25,1,,7
053700_1..S02R::1404705600.0,41,-26,-10,29,11,23,5,37,5,39,30,-58,131,29,7,-112,-7,63,27,-6,26,61,-2,28,17,0,6,-13,22,22,-13,2,24,12,19,13,0,19
048600_1..S::1404705600.0,59,-8,47,25,53,27,4,3,-32,,,,,29,,-35,9,31,,,23,19,,8,,-12,,,-3,,,8,12,2,13,9,,12
046200_1..S::1404705600.0,50,-23,16,-20,,,,,,,,,,73,,-48,1,,,,,,,281,,3,,,,,,-9,,,,,,
050950_1..S08R::1404705600.0,43,-8,15,40,28,13,16,-8,,,,,,57,,-52,-68,47,,,-5,1,,0,,-1,,,5,-3,,13,12,5,20,10,,-3
054600_1..S02R::1404705600.0,40,-24,-5,10,14,18,2,10,-68,15,7,4,-19,30,-37,-80,-15,33,2,-4,-2,33,11,2,18,-1,24,8,14,6,-7,5,-4,11,24,15,21,-2
054650_1..S08R::1404705600.0,40,-34,12,25,43,41,36,-3,-319,,,,,47,,-42,-6,36,23,,-24,27,,30,,-2,,,5,23,,3,37,12,22,1,,15
055300_1..S02R::1404705600.0,61,1,-14,22,54,-12,22,-4,-4,-2,-57,-1,11,53,-13,-63,-2,5,-8,-5,-18,4,9,39,-5,10,-38,-8,7,5,-2,-14,-11,-7,-2,14,-15,6
055800_1..S02R::1404705600.0,56,-4,16,8,26,20,-31,12,2,7,-35,-53,-19,22,-1,-66,11,35,-12,4,5,37,1,15,5,-8,0,-8,18,2,-9,-2,19,15,23,18,-2,23
056100_1..S08R::1404705600.0,46,-61,-13,2,18,14,13,2,-439,,,,,86,,-59,1,47,-6,,-9,45,,-2,,3,,,9,-59,,1,10,12,9,6,,-11
056400_1..S02R::1404705600.0,49,-4,-50,-2,26,5,5,22,0,15,16,-62,11,-4,1,-91,2,37,-6,12,18,-1,-1,18,12,15,-3,10,-3,6,-4,-6,5,-2,7,19,12,12
056900_1..S02R::1404705600.0,39,-32,-16,5,18,2,-9,6,5,4,6,-16,71,60,-2,-94,12,-4,-4,5,-6,17,-4,25,5,15,4,11,-6,8,-12,-10,4,-15,12,-5,3,18
057450_1..S02R::1404705600.0,63,-20,-42,18,85,3,12,-37,3,2,-3,6,-19,-31,-8,-44,-10,10,-9,2,-3,16,-14,155,-7,0,0,3,-8,-3,5,5,-6,2,0,12,-10,-23
057950_1..S02R::1404705600.0,48,-34,2,5,25,167,10,-4,11,6,-5,6,-19,14,-33,-135,-16,12,8,2,12,2,-13,10,2,-4,6,1,8,-9,11,8,-6,1,3,-17,-8,16
052250_1..S::1404705600.0,54,-12,15,43,71,30,37,33,,,,,,66,,-68,19,22,371,,51,50,,551,,5,,,17,,,2,,27,,,,
052200_1..S::1404705600.0,23,-36,7,32,,,,,,,,,,33,,-73,14,,,,,,,,,7,,,,,,26,,,,,,
058450_1..S02R::1404705600.0,,,,491,58,22,27,31,26,14,11,5,11,,25,,,-4,21,5,14,25,11,42,31,,10,4,9,-4,2,,13,-3,26,4,8,29
058950_1..S02R::1404705600.0,51,-65,11,11,26,-12,-33,-1,4,-10,-19,-3,11,1,13,-60,8,17,-10,-14,-1,23,7,19,-14,18,-4,-7,16,0,5,-8,18,-3,5,-13,10,3
059450_1..S02R::1404705600.0,49,-10,4,16,25,3,-7,2,11,-5,16,-9,-19,29,-11,-142,0,37,19,-15,15,-15,-36,35,-11,5,3,-14,-11,-1,-3,9,0,12,29,-12,12,21
059950_1..S02R::1404705600.0,36,-78,-52,7,17,8,-8,-11,-4,14,-14,-6,11,0,35,-115,-13,2,18,-8,-5,17,1,6,23,-4,-8,-12,12,-101,-3,0,17,23,11,37,14,23
060450_1..S02R::1404705600.0,38,-1,-22,15,3,-8,-12,-8,26,6,-13,2,-19,-19,-43,-131,6,33,5,-5,12,12,10,26,5,-14,-8,-6,12,-2,2,-57,4,15,0,12,-15,2
060950_1..S02R::1404705600.0,56,-22,12,10,52,36,22,4,20,21,4,-9,-19,41,-26,-128,12,9,7,-1,9,8,-4,7,-5,-11,-6,-12,2,20,7,-10,11,22,3,0,10,5
061450_1..S02R::1404705600.0,69,-21,4,1,-9,-4,14,13,13,18,18,15,-19,-36,8,-101,4,22,1,22,15,24,-8,-20,18,10,12,15,-12,-12,9,10,-8,11,-11,6,-8,-4
061950_1..S02R::1404705600.0,56,-8,4,14,18,2,-14,-7,8,-1,-8,-25,-19,-53,-7,-137,-13,37,4,0,0,14,-15,19,0,1,3,0,-9,-14,10,10,6,10,16,7,-12,-5
062450_1..S02R::1404705600.0,40,-11,-1,1,69,-1,-28,8,5,48,14,1,11,-5,-5,78,5,23,3,-16,-14,-24,-19,7,18,-9,-6,-11,-16,5,-13,2,-9,-12,1,-6,7,12
062950_1..S02R::1404705600.0,36,-1,10,10,4,30,-15,9,1,3,-6,-17,11,29,-9,-31,3,24,-2,-1,5,13,-3,30,3,-14,-7,11,-12,4,3,22,6,10,5,-5,-12,-12
063450_1..S02R::1404705600.0,41,-13,11,-5,27,16,3,-2,-4,-9,20,-4,11,45,14,-65,1,76,-6,-10,14,1,0,18,-11,12,-7,-14,9,2,-3,-61,2,-8,7,23,-15,14
064050_1..S02R::1404705600.0,44,-32,-23,15,13,2,11,11,17,-7,-4,21,-19,33,14,-97,-9,57,9,-34,-8,5,-16,3,-4,5,-17,-10,-10,-12,15,-13,18,6,19,5,-5,-2
064550_1..S02R::1404705600.0,40,-14,-17,13,24,12,7,-14,9,9,-28,1,11,49,2,80,-9,66,2,8,-3,1,-2,15,8,5,7,-4,2,13,-14,-12,4,-2,11,0,4,-6
065050_1..S02R::1404705600.0,78,9,3,-4,-2,17,-6,22,6,57,-41,-55,-19,50,1,-79,-2,30,-9,-5,3,12,-26,12,-6,7,3,-12,16,1,-1,13,19,-12,11,15,-42,16
065550_1..S02R::1404705600.0,62,-24,8,17,64,17,10,-36,46,113,-22,10,11,35,1,52,-5,-26,3,-16,7,13,-10,0,-14,10,10,5,-24,-14,-12,-14,15,-3,22,8,2,1
066150_1..S02R::1404705600.0,46,-18,0,-4,10,-10,9,-5,-21,98,-29,9,-19,32,-1,113,9,96,6,10,13,3,-11,1,6,-8,4,1,9,-10,-15,1,14,2,-8,12,-8,6
066750_1..S02R::1404705600.0,46,-73,-12,14,27,15,12,6,57,-50,-23,-10,41,63,5,5,6,26,-35,5,9,5,4,13,6,-11,9,-2,4,13,-13,-4,-10,10,23,-7,7,-2
058450_1..S::1404705600.0,49,-15,,521,,,,,,,,,,20,,-134,,,,,,,,,,,,,,,,,,,,,,
067350_1..S02R::1404705600.0,56,-18,14,2,5,10,2,21,-26,-30,-25,-6,41,29,-8,-82,-3,49,-12,-2,16,3,-2,-4,4,-37,16,-3,2,0,-3,-5,13,-1,10,15,4,18
067950_1..S02R::1404705600.0,40,-20,4,3,12,21,9,-7,-19,108,-31,4,-19,50,-3,146,-13,94,4,5,13,9,23,-23,13,3,6,-8,13,-11,-3,16,-7,-2,-26,12,-10,14
068550_1..S02R::1404705600.0,69,-16,-2,31,16,26,-4,3,-12,-32,-22,28,71,86,16,-77,-3,2,12,9,11,17,13,11,3,5,15,-6,21,-10,-1,10,18,-12,13,5,8,21
069150_1..S02R::1404705600.0,46,-27,7,-4,35,0,14,9,-7,-28,-25,47,11,19,-8,-71,4,30,23,5,16,22,14,24,2,12,-10,-5,-7,-4,3,16,3,-22,23,7,14,30
069750_1..S02R::1404705600.0,63,-20,9,38,12,3,3,10,81,-24,-20,15,11,44,-6,-106,6,38,-12,9,18,1,8,9,6,13,21,7,3,-8,5,-12,22,-5,22,6,17,-2
070350_1..S02R::1404705600.0,51,-8,-6,90,44,24,-7,2,-33,75,-36,-5,11,18,-4,-54,-9,103,-4,25,4,74,5,7,11,-36,-5,1,19,4,4,2,-16,-13,-19,-10,-8,21
070950_1..S02R::1404705600.0,55,-24,-4,22,31,-2,2,3,78,-22,-8,6,11,93,18,-78,-3,15,-7,-10,-15,2,-14,-17,15,5,18,5,30,30,12,9,-2,-4,-4,4,-8,6
071550_1..S02R::1404705600.0,43,-66,10,4,22,16,-33,0,70,-10,-18,12,11,41,12,-72,1,14,-2,-2,0,-27,17,35,-9,0,13,15,-4,3,6,-9,-3,-3,26,13,14,28
072150_1..S02R::1404705600.0,20,-17,-4,-6,12,8,-2,-10,-28,105,-43,8,-49,37,-8,-77,35,126,-3,-6,24,-4,12,7,25,-9,-5,-2,-2,-18,-3,2,-7,-35,1,-2,-16,10
072750_1..S02R::1404705600.0,,,,,,,,,,,,-18,251,,,,,,,,,,,,,,,12,,,,,,,,,,
073350_1..S02R::1404705600.0,63,-79,4,-4,3,24,0,4,117,-20,-34,-8,11,0,-6,-75,-4,20,30,-4,8,-4,1,-4,16,-27,-6,-7,26,17,-14,-17,14,-7,12,-1,-1,20
073950_1..S02R::1404705600.0,61,-9,-25,-10,19,8,11,16,-31,-11,-36,-6,41,50,-23,-66,-1,87,-7,-6,-1,3,2,-21,-49,-20,-1,-8,2,4,23,-22,-6,6,-24,15,-3,5
074550_1..S02R::1404705600.0,36,-12,1,-4,26,19,16,-6,-5,73,-1,-14,11,108,-4,-48,7,32,16,-13,-27,24,-2,4,16,13,-6,13,21,11,16,13,-17,12,27,-7,-38,24
075150_1..S02R::1404705600.0,67,-17,6,-2,-12,3,12,-35,102,-15,-17,2,101,16,8,53,2,-15,13,-13,-3,6,-71,13,17,11,13,-8,-8,-2,4,16,-6,3,0,13,-14,9
075750_1..S02R::1404705600.0,48,-24,1,28,26,17,0,0,24,-36,-36,15,41,32,15,-106,-11,6,-2,-3,6,-9,-11,7,-5,1,-9,14,15,9,7,10,16,-6,18,-6,-9,23
076350_1..S02R::1404705600.0,53,,-10,4,41,23,9,-9,-48,49,-28,-16,41,10,4,-84,-33,58,-18,10,12,23,-3,-3,13,-18,11,12,11,-3,-16,-13,12,-1,11,14,1,20
072750_1..S::1404705600.0,61,-64,-16,14,14,13,9,20,-54,-28,-15,281,,23,12,-59,12,62,-5,10,-3,13,,32,11,-12,-17,,17,24,,-59,3,10,28,25,,0
076950_1..S02R::1404705600.0,59,-28,11,20,9,-2,12,-8,-26,82,-33,12,11,34,-6,-95,10,69,-1,-1,14,6,-10,-1,-49,17,1,9,-3,6,11,22,3,6,4,14,-6,8
077550_1..S02R::1404705600.0,47,-12,11,16,21,6,-3,-1,-32,108,-21,-2,11,79,4,-62,-11,71,-13,13,-5,25,-71,24,14,28,-5,-8,-4,2,-26,-7,7,5,3,-10,11,7
078150_1..S02R::1404705600.0,34,-10,6,11,33,14,16,6,97,-28,49,-7,-49,20,-5,83,-15,26,-3,-1,1,-1,1,9,-35,1,1,-13,4,9,0,12,-3,13,7,-2,-13,
078750_1..S02R::1404705600.0,48,-38,-4,-5,5,14,-11,-3,105,-45,72,-66,-19,3,13,100,4,47,6,7,-18,-10,-1,-5,9,-11,15,6,1,-93,-4,-7,-15,9,-5,9,-25,3
079350_1..S02R::1404705600.0,65,-24,15,8,36,1,-10,-5,-18,-18,-21,10,-19,34,-3,-89,12,35,6,-1,10,4,7,21,22,-63,21,12,-1,18,17,-5,1,17,29,-3,-7,-1
079950_1..S02R::1404705600.0,57,-16,-46,18,24,18,-3,-2,-38,81,-41,-17,11,92,-50,-64,-5,106,-11,-5,-2,21,-8,15,-2,0,-10,9,6,-3,13,-1,-2,-14,-4,-15,-10,3
080550_1..S02R::1404705600.0,53,-28,-18,9,30,15,-11,-8,50,84,-33,0,-19,47,2,-84,-10,30,7,2,-2,14,11,-6,2,6,11,-11,-4,3,3,-66,3,8,5,22,-10,-12
081150_1..S02R::1404705600.0,60,-11,-5,23,10,25,-23,18,-24,86,-29,-2,-19,42,-2,-62,-4,21,-8,3,9,-6,4,0,2,2,19,-6,27,-2,-6,7,8,7,9,15,8,16
081750_1..S02R::1404705600.0,40,-4,1,6,65,17,5,-14,73,-33,-20,15,71,29,-7,103,7,6,-4,-5,10,1,-6,7,-4,-11,4,12,5,12,-13,5,-8,-2,2,5,3,16
082350_1..S02R::1404705600.0,54,-28,32,13,32,23,14,-1,94,-20,50,-12,11,37,5,52,-9,16,-8,6,7,13,1,-3,7,0,-5,10,17,-26,2,11,12,7,22,-8,-13,-2
082950_1..S02R::1404705600.0,98,-85,-47,1,111,8,-5,-18,-49,-66,-19,11,11,23,18,-87,6,14,-8,14,-3,-2,12,-7,9,-68,8,16,6,-2,1,-3,11,-10,18,6,8,20
083550_1..S02R::1404705600.0,36,8,11,22,7,21,14,15,-38,50,52,9,-19,76,24,-49,-8,81,-13,-17,9,10,-12,25,15,6,-10,-4,14,-1,-12,-13,-1,9,-19,16,-9,3
084150_1..S02R::1404705600.0,46,-26,2,-46,29,-11,17,4,58,-49,-16,-3,71,102,-8,-45,-3,20,-2,-12,10,35,5,37,16,39,1,-40,9,32,-27,5,7,10,-16,5,-14,10
084750_1..S02R::1404705600.0,56,-26,-9,-10,65,-9,-26,12,77,-16,103,-24,11,10,4,97,3,27,0,5,16,-2,-11,-26,9,-13,12,-58,9,15,-10,-1,18,-17,27,1,4,1
085350_1..S02R::1404705600.0,48,-8,8,4,54,28,10,17,-7,-16,-10,17,71,25,-2,-62,7,59,-1,-11,8,-1,-5,12,15,14,0,-9,-29,10,8,-9,15,9,16,-9,-12,21
085950_1..S02R::1404705600.0,30,-13,8,2,83,16,12,9,-20,71,-41,8,11,45,3,-66,-24,13,-6,-4,0,5,-13,17,22,-15,8,5,14,28,5,-5,5,2,7,4,-14,13
086550_1..S02R::1404705600.0,44,-10,6,1,27,25,19,6,-32,-12,-27,5,41,17,12,-45,1,7,18,29,8,38,2,20,0,10,3,9,-8,22,-8,7,23,17,18,31,5,20
087100_1..S02R::1404705600.0,56,-21,6,-1,36,-7,10,-14,4,92,-35,-18,41,11,6,53,-1,68,0,1,11,11,-7,-15,2,11,4,6,16,12,15,-13,-34,1,-1,2,-6,10
087600_1..S02R::1404705600.0,44,-10,3,21,26,18,2,15,-36,83,-36,-11,11,55,-2,-71,-3,51,17,-2,6,23,-59,40,-6,6,-7,-8,8,-4,15,10,15,0,5,10,-6,10
088200_1..S02R::1404705600.0,67,7,7,22,33,5,-29,-8,84,-28,6,10,-19,28,-6,-40,-2,27,15,6,22,0,8,23,1,8,-9,12,-1,15,-11,-13,5,-13,9,-5,20,10
088800_1..S02R::1404705600.0,53,-76,6,20,10,-2,-8,24,30,-10,-41,35,41,15,11,-66,-10,34,14,-6,13,21,13,9,-9,34,2,10,-7,18,4,15,-8,12,-4,-6,-14,3
089400_1..S02R::1404705600.0,51,-18,13,31,69,24,18,5,3,49,1,-1,-19,15,-4,30,-7,21,-33,7,9,12,9,11,12,6,2,-9,14,14,9,-64,-3,11,33,-2,-3,44
089900_1..S02R::1404705600.0,,,,,,,14,15,31,9,4,0,41,,-3,,,37,10,-4,,34,4,,22,,1,-1,251,16,-5,,,11,,20,5,
090400_1..S02R::1404705600.0,40,-25,-13,2,1,25,14,-10,1,-2,2,-5,11,23,-6,-62,2,29,-10,-25,11,15,-23,5,-6,-16,3,-15,36,5,-10,-4,3,1,9,16,1,12
090900_1..S02R::1404705600.0,45,-10,-6,38,9,-8,-2,1,-10,13,8,-4,11,50,8,-19,3,36,-8,9,-15,21,11,31,9,-15,13,-9,-10,5,-12,-2,5,16,11,-7,2,23
091400_1..S02R::1404705600.0,62,-70,-2,-9,75,12,18,11,19,61,-14,5,-19,26,1,109,-3,25,-3,-4,31,-9,-13,16,-7,-15,-21,-5,2,11,-9,1,8,-19,-10,34,8,3
091900_1..S02R::1404705600.0,60,-37,-11,9,45,-3,3,-22,36,-5,3,-8,11,28,-8,-26,13,52,-4,3,-10,1,6,16,-1,-5,0,-16,0,3,8,-27,57,-27,11,-9,-4,-4
092400_1..S02R::1404705600.0,49,-35,6,144,-1,18,5,20,15,45,-5,-15,41,36,-26,-65,-9,6,12,6,4,6,-3,2,10,4,14,8,11,-6,-5,-16,-6,178,9,-20,-14,3
092900_1..S02R::1404705600.0,,,,,76,-9,2,29,23,31,-11,15,41,,14,,,22,8,13,21,36,-15,12,-21,,11,13,21,11,3,,,-2,,16,16,
093400_1..S02R::1404705600.0,47,-5,11,-4,17,3,30,1,15,2,3,49,11,38,13,-95,4,19,-8,-1,12,31,-30,20,21,-14,14,20,10,2,14,-5,19,9,14,-12,-2,16
093900_1..S02R::1404705600.0,,,,-6,29,29,-25,23,10,4,14,6,101,,22,,311,24,0,15,9,7,16,20,9,-63,18,1,-3,5,-20,-87,2,-22,5,9,22,15
094400_1..S02R::1404705600.0,57,-27,-13,11,21,28,8,15,20,14,-2,-21,11,34,-2,-89,9,21,6,3,7,-18,-6,0,8,-11,39,-1,2,12,-9,-7,13,-37,13,-6,-4,-7
094900_1..S02R::1404705600.0,44,-14,-1,-28,67,8,-5,-3,-1,-9,1,13,11,19,-12,81,-15,39,-4,7,5,-10,-12,3,11,2,-6,3,-1,-14,-17,-12,-12,10,-21,-1,-2,12
095400_1..S07R::1404705600.0,64,-3,0,23,51,14,15,9,-4,-1,-9,1,,29,16,-78,-38,15,-14,-7,2,6,9,33,-8,0,-11,-19,10,-7,2,9,3,5,3,-22,-12,-19
095650_1..S02R::1404705600.0,24,46,-9,27,83,10,14,-2,-13,24,50,6,-19,4,11,-64,-9,11,-58,-17,5,10,-7,-26,-9,9,52,-4,-5,6,-8,-7,-79,2,-22,-10,-20,10
096100_1..S02R::1404705600.0,54,-18,0,8,30,8,-13,-5,15,0,6,8,-19,28,-48,-43,-14,41,5,13,-6,14,5,4,6,-4,25,10,16,13,-5,6,10,9,8,24,7,-11
096650_1..S07R::1404705600.0,43,-9,-9,20,113,21,-7,21,3,49,20,3,,23,-9,-49,-12,30,-8,-2,8,18,-15,26,20,2,-2,-109,-9,4,12,9,6,17,10,14,-7,16
089900_1..S::1404705600.0,38,-33,-15,-2,16,53,,,,,,,,27,,-86,6,,,,,,,24,,-10,,,281,,,-5,19,,11,,,17
096900_1..S02R::1404705600.0,49,-82,-2,21,48,10,16,-32,16,-1,17,0,101,38,17,-79,-8,15,10,9,14,9,5,17,8,-59,17,6,4,16,-28,-5,-6,24,0,-1,-14,7
097300_1..S02R::1404705600.0,50,-30,-37,-9,0,8,12,15,10,23,-1,6,-49,27,7,8,-2,41,-1,1,18,6,6,18,-3,5,-20,8,7,-24,-2,3,0,7,1,17,3,8
097700_1..S02R::1404705600.0,,,,,,,,,,,,,-289,,,,,,,,,,,,,,,,,,,,,,,,,
098250_1..S07R::1404705600.0,56,-11,10,7,40,6,-4,22,0,0,100,11,,74,17,-41,9,26,18,-20,10,40,17,6,7,-10,-22,-139,13,13,-1,22,4,-1,29,42,-1,1
098500_1..S02R::1404705600.0,43,-21,-1,31,-15,10,6,-4,0,-37,1,18,11,95,-11,-50,-9,16,-1,4,8,6,-8,38,3,1,-1,-13,-10,-1,-11,10,14,6,14,15,-1,19
098900_1..S02R::1404705600.0,61,-17,-47,1,233,7,-4,-12,20,16,3,2,11,43,9,-85,3,0,13,10,-8,-37,8,8,12,-14,11,-3,2,-6,10,-6,15,-9,15,11,-38,19
099300_1..S02R::1404705600.0,42,-20,3,16,164,12,7,8,-12,10,-1,-33,41,-1,1,-74,-11,28,-9,5,27,6,-66,18,8,-1,17,-6,4,7,8,8,-11,2,24,-6,-5,1
099850_1..S07R::1404705600.0,35,-25,2,-5,46,19,22,-9,0,11,111,-15,,-18,9,-76,-15,392,-1,12,25,39,-3,15,13,-1,-3,-109,24,-19,-3,-26,-36,22,4,17,-19,7
100100_1..S02R::1404705600.0,,,,,95,25,11,19,10,11,25,-6,11,,15,,,45,18,10,-20,22,24,2,22,,32,-3,28,17,-1,,731,7,-40,33,6,
100500_1..S02R::1404705600.0,40,-10,-11,7,59,14,14,89,-2,6,17,-6,-19,-15,15,-59,7,37,-11,4,94,33,5,28,-1,,4,-11,10,63,3,-3,1,10,24,14,-16,0
092900_1..S::1404705600.0,54,-6,9,26,,,,,,,,,,43,,-35,-3,,,,,,,,,9,,,,,,-16,,,,,,-8
101050_1..S07R::1404705600.0,53,2,-4,-58,52,30,-3,24,-4,0,40,-7,,19,-8,-76,-14,43,-7,9,50,-17,5,20,4,-1,-59,-79,4,9,-9,0,-4,33,26,3,7,-4
101300_1..S02R::1404705600.0,,,,,,,,,341,-59,115,-13,-109,,-10,,,,-34,11,,,-2,,-19,,4,6,,,0,,,,,,-11,
101700_1..S02R::1404705600.0,,,,,641,73,25,29,23,-2,13,-55,-49,,13,,,40,21,5,6,8,0,,1,,316,-12,31,20,12,,,13,,23,16,
102100_1..S02R::1404705600.0,52,-10,-4,12,21,6,0,11,3,19,0,-6,11,46,120,-78,-13,0,11,3,32,9,-1,19,-6,-4,17,-2,-4,25,-10,5,16,2,7,10,3,5
093900_1..S::1404705600.0,39,-7,,,,,,,,,,,,22,,-186,,,,,,,,,,,,,,,,,,,,,,
102600_1..S02R::1404705600.0,53,8,-8,5,5,33,5,0,-2,17,7,-14,-19,46,10,-86,-16,18,12,-15,20,26,-5,23,17,-5,14,12,27,-4,-15,2,2,6,22,2,0,-4
103000_1..S02R::1404705600.0,68,53,2,16,59,17,-52,-7,27,17,-3,1,11,24,4,-71,-7,36,-16,-5,6,26,4,14,19,6,-3,34,15,21,-7,10,-5,-3,0,24,1,7
103550_1..S07R::1404705600.0,51,21,8,2,46,19,16,-5,-47,17,8,-9,,17,9,-40,-2,13,1,2,42,6,0,14,1,6,-2,-19,8,10,-3,15,-8,8,4,-9,8,15
103800_1..S02R::1404705600.0,38,-15,-18,18,43,12,-6,-4,10,126,-17,-16,-109,78,-26,-27,-2,22,5,-10,2,-1,-1,0,-4,7,3,4,-27,21,-8,2,12,-16,20,179,12,1
104200_1..S02R::1404705600.0,58,13,-8,-3,50,11,-27,6,17,23,-11,-4,-49,41,4,-83,7,16,0,-4,-2,6,7,11,-45,-11,13,-10,8,72,37,-3,-1,-9,0,16,-16,7
104600_1..S02R::1404705600.0,55,-19,-44,-9,91,-25,8,-17,6,5,-1,10,-79,86,-6,-58,2,14,6,2,-3,-1,13,3,3,-17,-33,-2,1,-11,-11,-12,9,-4,10,3,-4,12
105050_1..S02R::1404705600.0,53,-22,-3,2,30,12,-10,13,8,0,-11,1,-19,82,-2,-78,9,28,1,-9,22,10,14,34,-47,-11,7,3,9,-16,-7,3,7,15,6,2,-6,9
105550_1..S02R::1404705600.0,37,-20,3,4,32,6,-8,0,9,53,6,-7,11,12,-45,87,10,17,6,-15,27,20,7,11,-10,-7,2,-18,11,14,10,-31,-28,11,7,-12,-1,15
106050_1..S02R::1404705600.0,38,-14,-7,36,20,24,9,17,9,7,0,-82,-19,42,-3,-52,-8,23,6,4,12,24,6,23,2,-1,4,-4,21,18,8,4,-4,3,-6,2,-4,28
106550_1..S02R::1404705600.0,23,-10,-2,6,32,12,-9,17,-2,-5,-9,-5,11,51,-14,-50,-18,21,-10,-4,22,14,4,5,-9,-6,-5,-13,15,2,-3,4,13,2,20,15,-16,25
107050_1..S02R::1404705600.0,33,-31,6,11,40,-9,6,9,10,9,-6,-3,-19,35,-4,90,-11,14,1,5,17,32,9,17,6,2,3,-11,-3,18,7,12,5,0,12,-4,-13,-9
107550_1..S02R::1404705600.0,67,-13,10,3,25,-9,12,6,11,14,11,-3,11,-24,7,-68,-22,20,-24,11,13,28,8,25,12,6,5,-2,16,16,6,29,6,5,33,0,9,23
107850_1..S02R::1404705600.0,48,-16,0,41,25,28,15,-3,-5,51,64,-3,11,5,-8,-190,-9,18,-10,-12,14,8,4,29,16,0,-5,-93,-1,4,26,10,8,7,15,20,-1,-9
108550_1..S02R::1404705600.0,55,-28,-8,10,7,10,-10,11,-33,-3,-7,-8,-49,20,-8,159,9,24,-2,-4,30,13,-6,-2,-1,,-4,-8,6,8,7,-2,9,11,15,12,-7,-4
100100_1..S::1404705600.0,61,-27,-12,0,,,,,,,,,,4,,-64,-5,,,,,,,,,-2,,,,,,2,,,,,,
109050_1..S02R::1404705600.0,,,,,,,,,,,,-7,221,,,,,,,,,,-88,,,,,-7,,,,,,,,,,
109550_1..S02R::1404705600.0,22,-5,,,207,21,-8,13,12,21,16,10,131,-8,10,,463,-10,11,-12,13,16,18,15,20,,12,4,19,-6,4,,491,15,,10,16,
101700_1..S::1404705600.0,50,-12,-8,5,,,,,,,,,,52,,-56,-2,,,,,,,47,,2,,,,,,28,,,,,,
110050_1..S02R::1404705600.0,46,-35,10,-5,43,1,-12,-14,6,-6,6,-20,101,25,-9,-66,3,10,5,-18,233,12,-5,12,-13,10,2,7,-10,13,-8,-14,22,8,22,-34,4,11
110550_1..S02R::1404705600.0,65,-5,-7,10,50,14,7,-37,6,4,12,-9,71,25,3,-49,21,5,3,-13,-6,25,-7,20,18,-14,9,-18,20,18,-13,0,7,-4,-14,31,2,-9
111050_1..S02R::1404705600.0,51,-21,-18,-11,13,-1,-4,1,12,-3,-2,-4,161,27,16,-91,-36,13,3,1,-19,24,6,8,-38,7,16,-13,-7,11,-3,-14,-16,-7,25,-6,1,1
111550_1..S02R::1404705600.0,57,-23,-16,12,19,8,-7,6,-8,-10,9,-3,131,22,16,-56,-7,20,-10,-19,-34,-7,11,13,-15,6,-11,-10,-5,4,0,-11,-2,-19,13,-5,-17,-7
111950_1..S02R::1404705600.0,38,-34,8,42,94,1,-9,-14,-10,-3,-6,-62,11,-7,14,-97,-4,30,17,-54,-35,13,-7,8,-47,5,19,-19,-35,-3,-13,14,-8,16,25,16,-3,-3
112550_1..S02R::1404705600.0,48,-18,13,-2,47,-15,-4,-12,27,0,-9,-4,11,44,-10,29,4,29,15,-6,9,9,6,14,-3,16,-6,-11,11,-3,4,-19,1,-14,7,14,,16
109450_1..S02R::1404705600.0,46,-27,4,0,14,37,2,13,19,-12,84,,,73,12,-82,9,17,11,9,8,4,-74,387,12,-5,19,,3,-6,-18,-23,-76,-24,-24,7,-38,-16
113050_1..S02R::1404705600.0,65,-38,8,1,42,2,20,5,11,6,-10,1,11,24,-3,-66,2,22,-4,-3,-8,1,11,17,-1,2,5,-75,-1,-23,4,-24,18,11,15,-6,-6,20
