,639S,634S,632S,628S,627S,623S,621S,615S,612S,604S,601S,635S,624S,606S,640S,629S,625S,616S,607S,602S,633S,622S,613S,617S,636S,626S,608S,630S,603S,618S,614S,637S,631S,609S,619S,610S,638S,611S
068000_6..S06R::1404705600.0,14,16,-4,3,126,4,-22,,,,,10,11,,8,11,-11,,,,-6,23,,,-13,1,,6,,,,3,18,,71,,-5,
059300_6..S::1404705600.0,-167,,,,,,,,,,,70,,,6,,,,,,,,,,2,,,,,,,-4,,,,,3,
068400_6..S01R::1404705600.0,,,,,,,-159,-9,-5,13,-19,,,-18,,,,-6,-4,5,,,22,-11,,,0,,-5,10,-3,,,-2,27,2,,-10
068900_6..S06R::1404705600.0,1,5,-1,-4,5,5,7,,,,,22,-7,,-76,24,-4,,,,17,-16,,,15,10,,8,,,,-4,33,,-19,,11,
069200_6..S01R::1404705600.0,,,,,,,47,0,1,34,-109,,,-5,,,,-25,20,-13,,3,15,-10,,,24,,4,9,11,,,-10,53,-3,,23
069700_6..S06R::1404705600.0,16,17,27,11,17,10,6,,,,,5,20,,20,10,-8,,,,10,3,,,12,132,,7,,,,22,35,,-109,,3,
070000_6..S01R::1404705600.0,7,-2,13,-9,0,14,35,-10,-23,14,-19,38,-7,-13,14,23,-1,1,9,-1,8,3,10,-5,10,12,20,14,9,16,-37,-7,19,-7,40,4,14,-1
066250_6..S::1404705600.0,-1,,,18,-2,,46,,,,,35,,,7,-1,-7,,,,,,,,1,6,,23,,,,7,461,,,,19,
070500_6..S06R::1404705600.0,,37,22,-18,34,9,-2,,,,,371,9,,,-1,-5,,,,33,-6,,,-17,66,,21,,,,-26,43,,131,,,
070800_6..S01R::1404705600.0,,19,0,25,10,21,50,16,15,25,11,35,-6,3,,31,-10,9,37,6,10,13,8,23,15,-4,19,11,2,2,-5,521,29,14,65,-10,,12
071300_6..S06R::1404705600.0,-70,11,6,10,23,13,22,,,,,31,-9,,-83,4,23,,,,-7,0,,,17,-1,,22,,,,-5,19,,191,,8,
071600_6..S01R::1404705600.0,20,2,-8,29,20,0,-11,7,14,4,41,27,9,-18,15,18,10,0,16,5,12,19,10,-12,18,10,22,9,6,7,14,25,33,-11,33,-5,6,13
072100_6..S06R::1404705600.0,4,-10,12,17,24,-11,24,,,,,11,18,,6,14,10,,,,-24,11,,,14,3,,7,,,,-5,33,,159,,-16,
072400_6..S01R::1404705600.0,14,5,-10,5,14,-10,12,9,-3,8,41,30,2,-15,4,6,1,-10,3,-24,12,5,4,13,3,16,4,24,12,5,17,6,32,-1,32,7,-8,0
072900_6..S06R::1404705600.0,15,29,-36,14,30,-2,15,,,,,43,8,,22,25,10,,,,22,16,,,10,-6,,19,,,,29,-14,,101,,5,
073200_6..S01R::1404705600.0,6,-10,-32,-12,23,31,33,0,-65,7,11,40,-32,-12,6,20,-28,1,-3,-12,-5,30,-2,-10,7,-5,0,9,7,12,6,-8,43,5,22,17,12,8
073550_6..S01R::1404705600.0,,12,-8,-80,-3,-73,21,-10,18,-9,161,-67,-38,13,,19,-4,-6,14,-13,-14,-21,2,17,,6,20,40,-6,-2,4,,23,-60,30,-1,,-8
073700_6..S06R::1404705600.0,18,9,-2,15,17,71,26,,,,,26,-5,,3,14,-4,,,,-8,5,,,2,18,,5,,,,12,30,,-60,,-2,
066800_6..S::1404705600.0,1,-46,3,-6,-7,,,,,,,42,,,7,-3,,,,,-4,,,,4,14,,-4,,,,-11,27,,,,9,
074350_6..S01R::1404705600.0,,,,,,,,,9,-7,71,,,-18,,,,,-3,-2,,,2,,,,26,,-3,,14,,,-15,,-12,,12
074500_6..S06R::1404705600.0,-74,7,11,17,2,13,38,,,,,27,-9,,-5,22,17,,,,-1,2,,,16,1,,17,,,,-6,33,,161,,8,
068400_6..S::1404705600.0,-10,20,-8,33,7,,44,,,,,25,,,17,14,21,,,,12,,,,-1,7,,6,,,,11,32,,,,-1,
075150_6..S01R::1404705600.0,13,14,0,2,-24,-25,30,10,2,16,41,12,-10,-22,7,22,19,-13,0,-23,-2,23,-4,14,-13,7,9,18,-15,8,12,-1,9,9,5,-6,-12,-11
075300_6..S06R::1404705600.0,-5,10,-7,-13,-15,-11,35,,,,,56,4,,-81,131,7,,,,-51,3,,,-25,-7,,4,,,,-11,10,,101,,4,
066000_6..S::1404705600.0,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,461,,,,,,
075950_6..S01R::1404705600.0,,,,29,27,4,34,26,4,6,11,,16,-4,,34,14,-6,14,7,,31,4,16,,22,27,311,-8,5,6,,,-6,28,2,,-5
076150_6..S06R::1404705600.0,-80,17,-18,0,-2,4,6,,,,,32,13,,26,-4,7,,,,0,21,,,2,1,,-6,,,,-19,27,,71,,-7,
069200_6..S::1404705600.0,13,6,-4,,,,,,,,,-3,,,19,18,,,,,18,341,,,-28,40,,11,,,,15,42,,,,-2,
076450_6..S06R::1404705600.0,-1,-2,6,-5,-17,-12,24,,,,,21,9,,9,25,-11,,,,-21,-1,,,-14,13,,4,,,,5,25,,148,,0,
076750_6..S01R::1404705600.0,9,0,7,-7,-8,-11,30,20,-22,1,101,35,6,-10,21,8,10,-11,-2,-20,-10,3,10,-11,-21,4,-15,17,-2,-19,-11,-3,25,-11,35,3,-13,-2
070500_6..S::1404705600.0,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,371,,,,,,
077450_6..S06R::1404705600.0,11,8,-5,6,10,6,-8,,,,,37,17,,0,37,24,,,,-15,24,,,15,5,,16,,,,1,24,,161,,-12,
077550_6..S01R::1404705600.0,,,,,,,371,19,2,4,191,,,-9,,,,12,0,5,,-47,39,7,,,13,,11,25,-7,,,3,39,8,,-36
078250_6..S06R::1404705600.0,-4,6,-16,-10,-6,11,10,,,,,7,-6,,27,10,4,,,,14,-9,,,-9,-68,,4,,,,8,140,,-49,,0,
078350_6..S01R::1404705600.0,,,,,,,,,,,-49,,,,,,,,,,,,,,,,,,,,,,,,,,,
079050_6..S06R::1404705600.0,,-51,1,14,-1,10,53,,,,,,13,,,3,12,,,,311,-5,,,,22,,13,,,,,56,,71,,,
079150_6..S01R::1404705600.0,2,-10,5,14,23,5,34,-1,-11,29,11,23,16,6,17,2,19,-21,2,-17,-4,26,-20,9,3,36,13,26,5,31,-3,19,24,6,23,10,6,3
079850_6..S06R::1404705600.0,9,30,-14,5,-2,9,1,,,,,35,-9,,12,230,-1,,,,11,5,,,11,-8,,-5,,,,-1,35,,11,,-12,
079950_6..S01R::1404705600.0,,,,,,,,,,,-49,,,,,,,,,,,,,,,,,,,,,,,,,,,
074350_6..S::1404705600.0,7,-3,9,14,18,,311,,,,,54,,,7,-16,4,,,,5,,,,-9,23,,1,,,,6,32,,49,,21,
070800_6..S::1404705600.0,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,581,,,,,,
080650_6..S06R::1404705600.0,13,5,23,17,58,-24,28,,,,,29,18,,18,41,21,,,,21,28,,,2,6,,16,,,,13,46,,139,,-4,
080750_6..S01R::1404705600.0,,,,,,,-142,-27,13,-15,221,,,4,,,,-22,25,9,,,15,-34,,,4,,-8,-13,17,,,3,281,-15,,4
081450_6..S06R::1404705600.0,6,2,-8,15,18,9,12,,,,,26,-9,,9,14,21,,,,13,-8,,,-10,-12,,9,,,,-34,10,,71,,17,
081550_6..S01R::1404705600.0,-6,,307,-9,-4,-8,20,0,-7,11,101,,3,16,32,17,7,7,2,-3,,7,19,5,4,-3,20,9,7,-9,3,14,85,10,21,-7,2,15
082250_6..S06R::1404705600.0,20,18,7,15,20,-7,-16,,,,,33,2,,22,13,2,,,,1,18,,,28,166,,1,,,,3,36,,71,,4,
073550_6..S::1404705600.0,,,,,,,,,,,,311,,,24,,,,,,,,,,,,,,,,,21,,,,,,
082350_6..S01R::1404705600.0,23,11,9,5,15,3,22,-4,13,3,71,34,16,6,53,8,19,-26,2,9,-9,21,-14,-31,6,24,3,22,11,-9,-2,-12,68,2,17,-17,7,8
083050_6..S06R::1404705600.0,13,0,-10,-2,-28,9,19,,,,,53,11,,20,24,10,,,,12,6,,,8,33,,12,,,,12,39,,-19,,-5,
083150_6..S01R::1404705600.0,53,8,-6,-1,1,-5,33,11,2,19,-19,41,9,4,25,25,16,-19,0,-3,-52,5,4,8,-18,6,4,20,-10,-1,14,-5,-2,6,31,10,31,1
083850_6..S06R::1404705600.0,131,68,30,0,13,2,31,,,,,40,11,,25,-1,11,,,,29,30,,,18,21,,-3,,,,-10,35,,161,,0,
083950_6..S01R::1404705600.0,-8,5,5,8,26,11,22,8,15,3,-19,46,7,-19,3,44,2,5,-31,-13,19,2,11,1,3,-19,30,18,-15,13,16,12,56,-64,34,0,27,-12
075950_6..S::1404705600.0,13,,,,,,,,,,,82,,,20,,,,,,,,,,-6,,,,,,,7,69,,,,-11,
077550_6..S::1404705600.0,-1,5,-4,13,31,,,,,,,17,,,6,3,25,,,,14,,,,-9,-24,,22,,,,1,-10,,,,12,
084650_6..S06R::1404705600.0,,,311,18,-7,13,1,,,,,,-6,,,6,22,,,,,3,,,370,2,,25,,,,,39,,101,,,
084750_6..S01R::1404705600.0,,,,,,21,45,1,9,26,41,,,-22,,,,19,26,8,,37,25,6,,,22,,-17,-6,15,,,-1,41,2,,-7
079050_6..S::1404705600.0,,13,,,,,,,,,,73,,,29,,,,,,,,,,,,,,,,,35,,,,,,
085450_6..S06R::1404705600.0,60,3,10,17,6,-5,19,,,,,53,9,,15,42,16,,,,-12,28,,,-14,6,,19,,,,2,53,,11,,18,
085550_6..S01R::1404705600.0,-6,17,-24,11,18,-2,1,-15,15,6,-19,22,38,-18,22,11,10,-2,15,12,-3,-11,12,-34,-16,17,2,19,-23,-10,-11,4,32,4,43,-15,6,10
086250_6..S06R::1404705600.0,119,6,-35,8,13,16,2,,,,,21,16,,20,30,-6,,,,16,3,,,4,12,,20,,,,44,45,,-19,,28,
086350_6..S01R::1404705600.0,4,4,-9,8,23,1,43,-3,6,-11,-19,83,-18,-6,10,18,20,-25,12,-12,12,26,22,-1,-8,2,28,1,-3,23,-35,0,0,-10,77,3,11,-1
087000_6..S06R::1404705600.0,16,-15,6,-1,9,6,2,,,,,32,13,,8,26,5,,,,-1,4,,,4,14,,36,,,,12,38,,131,,-7,
087150_6..S01R::1404705600.0,-7,3,-12,2,17,22,5,3,-11,2,-19,28,0,-23,29,-1,5,14,2,10,11,10,22,12,-3,22,14,-6,-7,-3,34,12,28,-16,28,-7,0,15
080750_6..S::1404705600.0,,,294,-31,9,,31,,,,,,,,,15,2,,,,,,,,,16,,5,,,,,30,,,,,
087850_6..S06R::1404705600.0,12,33,-5,-6,-7,16,-12,,,,,41,-5,,-3,17,29,,,,17,14,,,-1,76,,36,,,,8,43,,161,,20,
087950_6..S01R::1404705600.0,-24,13,11,27,20,-33,44,5,-10,23,-19,97,12,-3,30,34,6,3,1,-19,-5,0,4,-2,12,6,20,13,3,-12,12,17,58,48,18,-9,23,14
088650_6..S06R::1404705600.0,4,19,15,17,-1,11,4,,,,,23,-4,,13,16,23,,,,4,7,,,-6,-6,,8,,,,157,0,,11,,11,
089050_6..S01R::1404705600.0,-14,-20,9,19,15,-5,13,-16,8,8,11,57,8,-9,8,40,2,-8,-2,12,-7,10,8,-10,15,11,-64,22,6,10,19,-2,31,-7,10,4,-10,25
089450_6..S06R::1404705600.0,-12,14,10,1,-3,10,35,,,,,31,-5,,14,51,3,,,,0,-11,,,-1,-3,,-14,,,,12,18,,71,,0,
089850_6..S01R::1404705600.0,44,13,11,-11,58,-11,26,9,-16,4,-49,29,5,-10,8,18,5,-12,-1,-7,6,4,26,-16,-5,80,24,23,-20,10,8,9,22,-5,16,9,-3,4
090000_6..S03R::1404705600.0,,,,22,23,13,28,6,-11,,,,9,,,49,28,10,,,,5,22,-1,,21,-49,76,,17,13,,-4,10,13,-13,,13
090250_6..S06R::1404705600.0,24,-9,16,6,7,8,34,,,,,14,-10,,59,9,-5,,,,0,-5,,,-10,12,,6,,,,120,79,,11,,4,
090450_6..S03R::1404705600.0,2,3,-1,60,5,2,17,24,-4,,,22,-12,,26,-20,17,-11,,,-50,12,-10,12,-4,5,11,46,,8,-25,14,13,-2,10,11,4,6
090650_6..S01R::1404705600.0,-13,14,2,17,-3,1,54,7,2,2,-19,11,-14,-24,21,3,16,6,6,-12,-6,24,-5,4,12,-28,18,22,21,-5,7,15,143,21,26,0,-1,-5
091250_6..S03R::1404705600.0,11,0,19,17,-1,33,26,16,-7,,,21,40,,3,32,-23,17,,,8,15,-12,10,-11,17,-19,11,,-5,-4,91,34,8,20,-12,10,12
091450_6..S01R::1404705600.0,408,124,-8,18,128,-2,47,39,2,15,11,13,-14,-25,24,37,-3,14,-12,4,14,28,-2,-4,-10,-5,14,14,6,-16,12,4,26,10,14,-7,-42,-13
084750_6..S::1404705600.0,7,,,6,40,,,,,,,54,,,-84,53,,,,,,,,,10,27,,-12,,,,24,461,,,,31,
092050_6..S03R::1404705600.0,,,,,,,,,-17,,,,,,,,,,,,,,-1,,,,191,,,,,,,-4,,9,,7
092250_6..S01R::1404705600.0,5,-6,-3,20,8,-4,23,-6,-2,27,11,14,2,-16,30,27,1,3,-3,1,14,16,4,2,16,15,13,38,3,-7,-5,91,1,41,21,20,14,-18
092850_6..S03R::1404705600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,191,,,,,,,,,,,
093050_6..S01R::1404705600.0,-35,10,-4,31,14,14,5,18,5,34,11,7,-8,-1,-50,-8,-2,-11,15,5,-11,0,8,-11,11,18,-13,7,26,12,-10,-4,31,-12,11,0,15,-4
093650_6..S03R::1404705600.0,17,0,12,31,16,-3,35,9,-15,,,45,11,,-8,-13,14,-13,,,158,10,-5,15,10,26,69,-26,,4,13,21,25,5,7,-16,3,8
093800_6..S01R::1404705600.0,-23,-24,-3,31,11,-7,13,18,32,12,11,1,-2,-18,12,19,4,-9,-2,-18,15,10,6,17,4,20,8,11,3,1,-11,-20,11,12,27,12,16,4
094450_6..S03R::1404705600.0,-9,2,-10,34,27,-5,4,-6,10,,,28,-17,,-81,20,-14,6,,,12,7,23,2,-21,5,191,39,,-8,-8,11,30,-4,0,3,-2,1
094450_6..S01R::1404705600.0,17,16,-24,30,6,8,11,-9,25,-4,11,29,-5,1,5,14,-1,-25,0,-10,-2,-12,10,16,18,17,20,-24,19,36,-40,22,35,-10,9,1,-3,-9
095000_6..S01R::1404705600.0,8,5,-12,7,9,-11,24,-13,-9,6,41,8,6,-4,-2,-17,-15,-35,14,-14,14,3,13,1,-8,131,-1,-16,10,-6,20,98,28,0,1,-17,11,-23
095150_6..S03R::1404705600.0,,,,,,,,,-10,,,,,,,,,,,,,,-5,,,,218,,,,-82,,,6,,-14,,10
095500_6..S01R::1404705600.0,,11,18,6,17,-22,14,0,-20,5,101,11,17,-17,,23,15,4,18,-4,2,3,18,-6,,29,18,2,-4,15,11,,27,-16,37,-12,,8
095700_6..S03R::1404705600.0,,,,,,,,,-27,,,,,,,,,,,,,,14,,,,341,,,,,,,-15,,-5,,20
095750_6..S01R::1404705600.0,-9,-5,8,16,-10,-1,24,1,82,-4,71,11,2,-4,2,20,4,-16,121,30,-4,17,-5,3,-10,9,-19,19,7,-2,9,8,22,-21,-13,7,-2,-8
096250_6..S01R::1404705600.0,-2,18,-18,15,22,9,36,11,32,3,41,42,26,-23,18,5,23,16,15,-14,13,2,19,-28,11,34,5,0,-12,16,22,21,11,-34,-26,-4,6,89
096300_6..S03R::1404705600.0,,,,,,,,,4,,,,,,,,,,,,,,20,,,,103,,,,,,,7,,-15,,10
092050_6..S::1404705600.0,-73,12,2,30,21,11,-22,,,,,31,-10,,0,43,-3,,,,-8,-22,,,-1,11,,3,,,14,12,32,,107,,1,
096500_6..S01R::1404705600.0,-4,-9,4,17,22,1,19,-32,5,-16,41,9,-12,-12,5,15,-5,-3,73,-15,-1,23,28,16,103,16,-2,11,-15,5,-29,16,42,-5,28,67,5,27
097000_6..S03R::1404705600.0,4,13,-7,10,30,15,-28,3,47,,,33,20,,12,25,11,3,,,11,9,6,-1,6,29,54,14,,-8,9,-10,30,-16,22,-5,11,2
097000_6..S01R::1404705600.0,-9,12,20,69,-3,2,49,10,24,6,131,37,6,-19,31,20,-3,-35,0,1,24,17,-1,-7,3,21,-4,14,9,10,8,17,12,6,8,23,-1,58
097250_6..S01R::1404705600.0,3,78,9,19,27,-8,59,-4,19,-5,161,35,2,-25,-7,-7,7,6,15,-90,25,11,18,-6,5,-19,0,-8,-7,6,-4,-8,43,88,18,-10,11,117
090000_6..S::1404705600.0,17,,,,,,,,,,,47,,,9,,,,,,,,,,27,,,,,,,26,221,,,,0,
097750_6..S03R::1404705600.0,,35,24,-9,11,15,33,8,33,,,-75,16,,,24,6,-32,,,6,16,-2,14,,32,86,29,,-10,-11,,43,6,37,26,,23
097800_6..S01R::1404705600.0,10,50,7,2,7,-27,38,29,5,6,251,24,12,-14,7,22,-13,-4,-1,-27,9,24,-10,9,-6,9,21,11,5,2,10,4,33,-5,7,15,-10,-6
098400_6..S01R::1404705600.0,-35,3,11,18,18,-9,28,3,13,8,101,41,3,-16,19,9,-30,31,-2,-28,48,7,17,-2,7,15,17,36,2,21,27,-9,16,-38,11,-3,8,13
098500_6..S03R::1404705600.0,-23,50,27,9,22,-6,31,-4,-33,,,38,3,,26,-15,-25,3,,,2,12,-9,14,-6,22,42,24,,3,0,3,18,7,29,96,18,10
099000_6..S01R::1404705600.0,91,20,44,16,1,-5,41,-12,18,-36,161,75,1,-17,29,29,-5,-36,173,-34,29,19,23,21,2,7,-3,10,1,-11,0,9,25,0,15,28,12,32
099100_6..S03R::1404705600.0,70,49,13,5,17,13,43,3,30,,,26,18,,29,13,-9,10,,,111,-14,9,5,20,-20,22,57,,-7,14,-6,37,80,19,-28,-25,-20
099550_6..S01R::1404705600.0,38,5,18,-5,9,-18,30,-14,10,26,11,14,10,-27,18,4,8,-1,15,-90,12,1,11,8,9,-8,0,15,-24,-5,-32,-11,23,1,23,-8,-9,1
099700_6..S03R::1404705600.0,12,14,73,9,24,-11,7,9,20,,,7,-3,,26,24,25,10,,,17,7,7,4,16,4,191,24,,-10,17,-5,55,-2,10,1,2,-10
095150_6..S::1404705600.0,,10,5,20,5,-7,15,,,,,311,6,,10,38,8,,,,-5,-17,,,,20,,17,,,7,9,47,,15,,,
100150_6..S01R::1404705600.0,,,,,,,,,,,-529,,,,,,,,,,,,,,,,,,,,,,,,,,,
100250_6..S03R::1404705600.0,97,0,28,24,10,18,-2,5,25,,,66,-3,,36,12,-4,10,,,45,-26,17,7,6,10,41,29,,-2,24,9,24,16,24,-7,19,-15
095700_6..S::1404705600.0,10,11,1,18,21,5,25,,,,,38,9,,9,8,8,,,,-8,34,,,1,22,,25,,,9,13,17,,29,,22,
100750_6..S01R::1404705600.0,,,,,,,,,,7,-19,,,-12,,,,,360,-20,,,,,,,-22,,-17,,,,,,,,,
096300_6..S::1404705600.0,4,,,26,9,-5,34,,,,,38,2,,12,6,6,,,,,16,371,,19,20,,25,,-8,27,0,461,,14,,13,
100850_6..S03R::1404705600.0,9,64,17,6,19,6,45,2,32,,,66,20,,-6,38,16,9,,,-15,1,-2,-26,-2,31,41,18,,-2,6,8,21,6,24,14,73,-1
101300_6..S01R::1404705600.0,-7,14,14,25,11,-12,29,-17,-8,8,11,2,0,-8,17,11,23,11,136,-19,-1,7,36,-1,20,32,10,22,-17,20,-30,24,43,11,-7,-12,1,15
101450_6..S03R::1404705600.0,17,24,7,18,2,16,27,8,-7,,,53,-6,,-15,30,-4,13,,,42,0,22,-34,132,8,11,3,,-13,16,20,22,14,16,-22,14,-37
101900_6..S01R::1404705600.0,17,20,-4,21,5,9,14,11,7,4,251,39,-5,-20,21,30,-1,-10,25,-35,-47,-5,-2,-12,-15,18,2,17,-4,12,13,0,9,0,-22,12,18,7
102000_6..S03R::1404705600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,
102450_6..S01R::1404705600.0,,,,,,,,,,,-649,,,,,,,,,,,,,,,,,,,,,,,,,,,
102600_6..S03R::1404705600.0,19,5,14,15,5,-19,37,-84,-12,,,43,-2,,27,29,3,-32,,,23,-6,40,-38,3,135,-19,31,,-53,-40,11,21,-6,-9,-21,-6,8
103150_6..S03R::1404705600.0,68,-4,-2,2,18,1,52,15,26,,,28,14,,28,14,-11,-8,,,-10,15,7,-14,19,11,-79,-2,,10,-9,1,31,3,14,13,-12,9
103150_6..S01R::1404705600.0,16,7,6,27,-11,3,55,6,3,1,101,77,15,-18,25,34,12,10,24,-82,23,23,10,5,17,28,6,14,15,-6,12,22,30,3,30,10,-4,4
103800_6..S03R::1404705600.0,31,10,8,22,-5,2,9,4,14,,,32,20,,-2,29,16,9,,,-3,15,-4,9,152,1,92,18,,2,-26,-2,42,-15,4,-3,9,-7
103850_6..S01R::1404705600.0,,,,,,,,,,,521,,,,,,,,,-131,,,,,,,,,,,,,,,,,,
102850_6..S01R::1404705600.0,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
104500_6..S03R::1404705600.0,-13,10,98,3,14,-7,60,16,14,,,47,0,,26,1,0,14,,,4,6,13,8,0,18,41,21,,0,-10,7,39,2,-49,11,-69,2
104650_6..S01R::1404705600.0,8,0,6,18,0,-5,60,5,2,17,-109,48,5,-21,25,22,39,8,-6,,-44,11,-74,2,-6,3,14,21,14,-39,7,-27,39,-11,20,-5,17,-10
095500_6..S::1404705600.0,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,3,,,,,,
105200_6..S03R::1404705600.0,-26,-4,19,19,3,-12,26,13,9,,,31,0,,23,26,4,-7,,,31,1,-1,-9,-14,7,50,26,,-15,-18,-1,60,2,19,-12,16,-12
100750_6..S::1404705600.0,43,17,10,11,-4,10,73,-25,,,,126,22,,9,20,20,-12,,,-2,-1,2,16,16,6,281,18,,5,-27,-4,41,,8,,16,
105450_6..S01R::1404705600.0,20,18,9,-6,-6,-12,43,15,-8,15,-19,34,3,-31,14,14,8,14,10,-11,-2,-2,8,3,1,-2,-4,0,-7,-4,-8,10,71,4,-3,-14,-2,14
105950_6..S03R::1404705600.0,-9,24,-9,-9,-7,15,26,-14,11,,,47,-2,,16,24,4,-8,,,15,-2,8,-12,-2,49,41,14,,10,-12,11,45,3,10,-69,1,9
106250_6..S01R::1404705600.0,8,-12,12,-23,9,-9,22,5,4,3,-19,19,2,-25,-75,33,1,10,19,-15,5,9,-26,-1,-9,20,10,18,12,-9,10,4,43,-24,14,14,17,-4
097750_6..S::1404705600.0,,,,,,,,,,,,791,,,19,,,,,,,,,,,,,,,,,23,,,,,,
106750_6..S03R::1404705600.0,-12,-3,4,5,15,-6,70,19,-25,,,38,3,,-7,26,10,-28,,,11,16,11,-2,0,-7,11,29,,14,-15,10,63,4,5,-10,-6,-11
107050_6..S01R::1404705600.0,20,3,-2,-3,0,16,29,16,-1,9,-19,29,-1,-34,25,146,-20,-2,8,-13,14,1,10,-3,0,3,1,8,-4,-8,-6,-17,41,-22,20,-8,-3,10
107550_6..S03R::1404705600.0,8,20,10,2,0,13,35,-3,20,,,29,-11,,-69,-3,-4,4,,,1,-3,20,-5,-4,12,-19,24,,13,3,6,22,3,8,10,-8,6
107700_6..S01R::1404705600.0,8,-5,15,30,13,5,39,7,16,20,-19,62,17,-36,20,171,-9,-12,7,-22,22,28,-4,17,11,14,-96,8,-33,10,11,9,21,0,11,9,24,5
104850_6..S01R::1404705600.0,6,13,3,1,6,-10,59,14,-44,7,-19,33,2,-13,6,-4,4,-12,2,-26,-5,7,-5,8,15,20,31,24,9,-38,-4,-3,70,-3,27,9,14,-2
108400_6..S03R::1404705600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,191,,,,,,,,,,,
108650_6..S01R::1404705600.0,3,-7,2,14,18,2,22,12,-4,17,11,22,-13,-28,18,102,-4,-12,13,-15,-3,18,-28,-15,3,15,-43,10,16,8,16,-9,37,-10,10,-4,12,-11
109150_6..S01R::1404705600.0,-8,9,7,30,-102,12,23,0,16,29,101,35,-7,-8,12,19,-1,8,6,-4,-3,-2,16,1,15,14,12,6,-32,-10,3,23,27,18,23,-1,4,-7
109250_6..S03R::1404705600.0,10,-12,5,24,1,9,65,5,6,,,16,-6,,9,14,1,16,,,-41,-6,-7,12,18,10,-19,3,,-1,10,-1,30,-16,6,-3,18,-10
110050_6..S01R::1404705600.0,-9,-25,-10,22,-12,-34,9,5,18,0,11,24,-13,-25,8,140,-8,6,16,-111,12,16,-7,2,0,13,7,5,-8,-3,5,12,10,4,27,-17,1,9
110550_6..S03R::1404705600.0,2,0,4,-8,2,9,30,3,-7,,,48,-39,,9,24,-58,5,,,28,-1,-6,1,6,8,11,18,,-7,6,14,25,-6,24,1,27,-12
111200_6..S01R::1404705600.0,8,33,0,-13,14,-15,25,-52,126,18,-199,42,-11,-32,10,-3,9,8,28,-35,19,2,17,7,25,10,-6,-4,-1,1,-7,0,24,-2,1,13,16,9
111550_6..S03R::1404705600.0,,,,,,,,-14,1,,,,,,,,,,,,,,18,,,,-19,,,,6,,,4,,9,,-7
112200_6..S01R::1404705600.0,-4,7,0,11,24,-20,7,-14,9,-2,11,25,19,-24,-80,24,18,0,13,-17,20,1,14,-7,17,-4,25,9,14,11,-7,-4,39,-5,0,4,8,-2
112600_6..S03R::1404705600.0,17,6,-6,-9,-8,9,12,1,-37,,,23,-7,,4,82,2,9,,,13,-6,17,7,-1,-4,11,-27,,0,-1,9,93,2,28,-17,-7,-21
113200_6..S01R::1404705600.0,6,0,-13,-3,19,11,33,3,4,-16,-49,140,-1,-26,-64,-3,4,9,7,-27,10,-1,-11,8,13,23,-6,-8,29,-39,-27,-5,34,-4,-1,2,-22,-9
113600_6..S03R::1404705600.0,-77,8,4,9,14,-10,49,3,-6,,,-14,0,,-57,8,4,14,,,-6,6,2,-24,20,14,-19,4,,-10,9,176,12,-4,17,1,4,-8
114000_6..S01R::1404705600.0,7,12,-6,326,0,4,20,9,8,7,11,40,13,-32,25,16,9,-12,-11,-23,-12,-7,-12,1,15,-8,-77,19,-17,-6,2,-3,26,-17,13,-1,13,1
114600_6..S03R::1404705600.0,4,21,17,8,26,17,31,6,2,,,40,-6,,21,33,23,5,,,5,2,84,-4,0,3,-19,16,,13,17,9,40,-3,33,0,17,-9
115000_6..S01R::1404705600.0,7,2,24,3,-1,-10,8,-4,0,-26,41,14,2,-13,23,1,9,-20,-33,-25,11,4,3,11,-19,-6,-113,4,3,7,-6,3,22,14,12,-5,-17,-12
115600_6..S03R::1404705600.0,,,,,,,506,9,-15,,,,,,,,,-14,,,,,-4,9,,,-49,,,4,-17,,,-2,21,7,,-28
116000_6..S01R::1404705600.0,7,15,-37,42,21,-9,24,-2,-9,-4,11,43,3,-22,17,9,6,4,7,-8,-9,11,-7,-37,-3,-7,-81,5,-8,7,-24,9,40,7,85,-13,-40,11
111550_6..S::1404705600.0,,,,39,39,-4,41,251,,,,81,2,,22,30,21,,,,,15,,,,22,,27,,,,33,67,,22,,,
116500_6..S01R::1404705600.0,-9,-13,9,3,0,11,-4,9,-10,-3,11,16,-3,-26,11,71,5,-11,-2,-24,-6,-4,4,-80,-7,-3,-78,-20,-9,-16,7,8,24,12,80,-10,-2,13
116600_6..S03R::1404705600.0,-9,37,-67,6,7,-8,18,2,-2,,,22,9,,16,11,14,-16,,,-8,13,14,12,4,8,-79,12,,6,5,-71,19,12,6,-9,2,12
117200_6..S01R::1404705600.0,8,10,2,26,-5,-6,22,-7,-42,1,41,33,7,-25,18,18,13,-2,6,-19,-4,13,-27,-10,-6,4,18,9,-15,14,14,6,7,8,13,-8,20,17
