,231N,501N,502N,505N,219N,416N,418N,234N,235N,245N,247N,250N,503N,214N,635N,244N,213N,218N,640N,230N,243N,504N,217N,222N,631N,423N,242N,216N,241N,229N,221N,215N,228N,220N,239N,246N,629N,137N,420N,132N,626N,621N,128N,233N,127N,419N,123N,120N,227N,226N,225N,212N,211N,210N,209N,208N,207N,206N,205N,204N,257N,256N,255N,254N,253N,252N,251N,249N,248N,201N
058850_5..N66R::1404792000.0,,1404833351,1404833111,1404832751,1404831341,1404830741,1404829151,1404828521,1404828401,,1404827291,,1404832991,1404831941,1404829541,1404827561,1404832271,1404831401,1404829271,,1404827651,1404832811,1404831491,1404830981,1404829841,1404828641,1404827711,1404831581,1404827891,,1404831131,1404831701,,1404831251,1404828011,1404827351,1404829991,,1404829001,,1404830171,1404830531,,,,1404829061,,,,,,,,,,,,,,,,,,,,,,,,
059300_5..N66R::1404792000.0,,1404833891,1404833651,1404833201,1404831731,1404831221,1404829481,1404828881,1404828761,1404827891,1404827651,,1404833501,1404832481,1404829841,1404827981,1404832751,1404831791,1404829601,,1404828011,1404833381,1404831881,1404831401,1404830231,1404829031,,1404832001,,,1404831521,1404832121,,1404831641,1404828401,1404827801,1404830441,,1404829331,,1404830621,1404831041,,,,1404829391,,,,,,,,,,,,,,,,,,,,,,,,
055800_5..N01R::1404792000.0,,1404826271,1404826091,1404825761,,,,,,,,,1404825971,,,,,,,,,1404825791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
056750_5..N65R::1404792000.0,,,,,,1404828881,,1404826751,1404826631,,,1404826031,,,1404827831,,,,1404827561,,,,,1404829061,1404828011,1404827021,,,,,1404829181,,,,1404826271,,,,1404827321,,1404828401,1404828701,,,,1404827351,,,,,,,,,,,,,,,,,,,,,,,,
049600_5..N::1404792000.0,,,,,,,,,,,,,,,,,1404826751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060350_5..N66R::1404792000.0,,1404833921,1404833891,1404833531,1404832121,1404831611,1404829961,1404829421,1404829361,1404828401,1404828011,,1404833741,1404832691,1404830321,1404828491,1404832961,1404832211,1404830051,,1404828581,1404833621,1404832271,1404831791,1404830711,1404829571,1404828641,1404832331,1404828941,,1404831881,1404832481,,1404832031,1404829091,1404828341,1404830861,,1404829811,,1404831071,1404831431,,,,1404829871,,,,,,,,,,,,,,,,,,,,,,,,
060950_5..N64R::1404792000.0,,,,,,1404831761,1404830171,1404829661,1404829571,1404828641,1404828491,,,,1404830471,1404828761,,,1404830261,,1404828941,,,1404831911,1404830861,1404829781,1404829031,,1404829151,,1404832091,,,,1404829301,1404828581,1404831011,,1404830051,,1404831191,1404831581,,,,,,,,,,,,,,,,,,,,,,,,,,,,
061500_5..N66R::1404792000.0,,,,1404833921,1404832811,1404832121,1404830651,1404830051,1404829961,1404829031,1404828761,,,1404833321,1404830981,1404829211,1404833471,1404832871,1404830771,,1404829301,,1404832991,1404832331,1404831311,1404830231,1404829361,1404833081,1404829511,,1404832571,1404833201,,1404832751,1404829661,1404828941,1404831461,,1404830471,,1404831641,1404831941,,,,1404830531,,,,,,,,,,,,,,,,,,,,,,,,
062000_5..N66R::1404792000.0,,,,1404833921,1404833141,1404832391,1404830981,1404830321,1404830261,1404829331,1404829121,,,1404833681,1404831371,1404829481,1404833891,1404833231,1404831131,,1404829571,,1404833321,1404832601,1404831611,1404830531,1404829661,1404833411,1404829811,,1404832871,1404833531,,1404833081,1404829961,1404829241,1404831791,,1404830831,,1404831971,1404832211,,,,1404830891,,,,,,,,,,,,,,,,,,,,,,,,
053300_5..N::1404792000.0,,,,,,,,,,,,,,,,,1404828011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
062800_5..N66R::1404792000.0,,,,,1404833831,1404833261,1404831731,1404831011,1404830921,1404829931,1404829721,,,,1404832121,1404830021,,1404833921,1404831851,,1404830111,,,1404833501,1404832391,1404831341,1404830231,,1404830471,,1404833621,,,1404833771,1404830681,1404829841,1404832541,,1404831611,,1404832751,1404833051,,,,1404831671,,,,,,,,,,,,,,,,,,,,,,,,
054900_5..N::1404792000.0,,,,,,,,,,,,,,,,,1404828521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
057600_5..N69R::1404792000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404828521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
063400_5..N66R::1404792000.0,,,,,1404833921,1404833441,1404832031,1404831491,1404831401,1404830291,1404830051,,,,1404832391,1404830381,,,1404832151,,1404830471,,,1404833621,1404832661,1404831641,1404830591,,1404830951,,1404833741,,,1404833891,1404831161,1404830201,1404832811,,1404831911,,1404833021,1404833261,,,,1404831971,,,,,,,,,,,,,,,,,,,,,,,,
060750_5..N01R::1404792000.0,,1404829421,1404829241,1404828761,,,,,,,,,1404829091,,,,1404828551,,,,,1404828971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
064250_5..N66R::1404792000.0,,,,,,,1404833141,1404832541,1404832451,1404830711,1404830471,,,,1404833561,1404830801,,,1404833261,,1404830891,,,,1404833921,1404832691,1404831071,,1404832001,,,,,,1404832181,1404830651,,,1404832961,,,,,,,1404833021,,,,,,,,,,,,,,,,,,,,,,,,
057600_5..N::1404792000.0,,,,,,,,,,,,,,,,,1404829271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404829451,1404829571,1404829661,1404829751,1404829841,1404829961,1404830021,1404830111,1404830231,,,,,,,,,,1404830321
065100_5..N67R::1404792000.0,,,,,,1404832601,1404831191,,,,,,,,1404831551,,,,1404831311,,,,,1404832781,1404831821,,,,,,1404833051,,,,,,1404832001,,1404831071,,1404832181,1404832451,,,,1404831131,,,,,,,,,,,,,,,,,,,,,,,,
056750_5..N::1404792000.0,,,,,,,,,,,,,,,,,1404829751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
065350_5..N66R::1404792000.0,,,,,,,1404833741,1404833171,1404833081,1404831341,1404831131,,,,1404833921,1404831491,,,1404833861,,1404831581,,,,,1404833321,1404832301,,1404832481,,,,,,1404832781,1404831251,,,1404833591,,,,,,,1404833681,,,,,,,,,,,,,,,,,,,,,,,,
058950_5..N::1404792000.0,,,,,,,,,,,,,,,,,1404830321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404830471,1404830621,1404830711,1404830801,1404830891,1404831101,1404831191,1404831281,1404831401,,,,,,,,,,1404831641
066150_5..N66R::1404792000.0,,,,,,,,1404833501,1404833441,1404831851,1404831641,,,,,1404831941,,,,,1404832391,,,,,1404833651,1404832691,,1404833021,,,,,,1404833171,1404831761,,,1404833891,,,,,,,1404833921,,,,,,,,,,,,,,,,,,,,,,,,
066950_5..N66R::1404792000.0,,,,,,,,1404833921,1404833831,1404832511,1404832331,,,,,1404832601,,,,,1404832781,,,,,,1404833081,,1404833411,,,,,,1404833561,1404832391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
067750_5..N66R::1404792000.0,,,,,,,,,1404833921,1404832961,1404832721,,,,,1404833051,,,,,1404833201,,,,,,1404833501,,1404833681,,,,,,1404833861,1404832871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
068550_5..N66R::1404792000.0,,,,,,,,,,1404833261,1404833081,,,,,1404833411,,,,,1404833621,,,,,,1404833801,,1404833921,,,,,,,1404833171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
069350_5..N66R::1404792000.0,,,,,,,,,,1404833681,1404833501,,,,,1404833891,,,,,1404833921,,,,,,,,,,,,,,,1404833591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060950_5..N::1404792000.0,,,,,,,,,,,,,,,,,1404832811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
070150_5..N66R::1404792000.0,,,,,,,,,,,1404833921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
070950_5..N66R::1404792000.0,,,,,,,,,,,1404833921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
071750_5..N66R::1404792000.0,,,,,,,,,,,1404833921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
065100_5..N::1404792000.0,,,,,,,,,,,,,,,,,1404833681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072550_5..N66R::1404792000.0,,,,,,,,,,,1404833921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
